,FilingDate,TradeDate,Ticker,Company,Name,Role,TradeType,Share Price,NoShares,DollarAmount,PercentChange,DollarIncrease,
,25/03/2020 10:24,24/03/2020,WLKP,Westlake Chemical Partners LP,Chao Albert,"Pres, CEO, 10%",P - Purchase,$13.70,4779,14315940,0%,"+$65,462",
,25/03/2020 14:10,24/03/2020,CRS,Carpenter Technology Corp,Lain Timothy,"VP, CFO",P - Purchase,$18.18,3250,22149,17%,"+$59,085",
,25/03/2020 14:10,24/03/2020,OSG,Overseas Shipholding Group Inc,Norton Samuel H,"Pres, CEO",P - Purchase,$1.96,30000,1517626,2%,"+$58,896",
,25/03/2020 19:21,24/03/2020,HCFT,"Hunt Companies Finance Trust, Inc.",Flynn James Peter,CEO,P - Purchase,$1.19,24000,87180,38%,"+$28,642",
,23/03/2020 11:34,23/03/2020,CMD,Cantel Medical Corp,Fotiades George L,"Pres, CEO",P - Purchase,$21.55,10000,139876,8%,"+$215,500",
,23/03/2020 16:32,23/03/2020,AIRT,Air T Inc,Swenson Nicholas John,"CEO, 10%",P - Purchase,$11.95,2862,1262063,0%,"+$34,201",
,23/03/2020 16:35,23/03/2020,CHMG,Chemung Financial Corp,Krebs Karl Francis,"EVP, CFO, Treasurer",P - Purchase,$25.80,3441,11199,44%,"+$88,781",
M,23/03/2020 17:43,23/03/2020,SLCA,"U.S. Silica Holdings, Inc.",Shinn Bryan Adair,CEO,P - Purchase,$1.03,100000,684223,17%,"+$103,400",
,23/03/2020 21:45,23/03/2020,VST,Vistra Energy Corp.,Campbell David A,"EVP, CFO",P - Purchase,$13.34,20000,134140,18%,"+$266,840",
D,24/03/2020 08:44,23/03/2020,WLKP,Westlake Chemical Partners LP,Chao Albert,"Pres, CEO, 10%",P - Purchase,$13.12,4780,14311161,0%,"+$62,714",
M,24/03/2020 13:34,23/03/2020,PB,Prosperity Bancshares Inc,Zalman David,"Senior COB, CEO",P - Purchase,$43.17,15056,795759,2%,"+$649,968",
,24/03/2020 15:47,23/03/2020,SOL,Renesola Ltd,Shah Capital Management,"CFO, 10%",P - Purchase,$0.10,679160,136948956,0%,"+$67,916",
,24/03/2020 16:09,23/03/2020,CNO,"Cno Financial Group, Inc.",McDonough Paul H.,CFO,P - Purchase,$9.71,11758,46458,34%,"+$114,170",
,24/03/2020 16:46,23/03/2020,CNO,"Cno Financial Group, Inc.",Bhojwani Gary C,CEO,P - Purchase,$9.35,20000,473594,4%,"+$187,000",
,24/03/2020 19:06,23/03/2020,PSTL,"Postal Realty Trust, Inc.",Spodek Andrew,"CEO, Dir, 10%",P - Purchase,$11.96,6200,664258,1%,"+$74,127",
,24/03/2020 19:27,23/03/2020,AIRT,Air T Inc,Swenson Nicholas John,"CEO, 10%",P - Purchase,$11.95,2862,978495,0%,"+$34,201",
,24/03/2020 20:07,23/03/2020,KFY,Korn Ferry,Rozek Robert P,"EVP, CFO, CCO",P - Purchase,$22.63,2500,150705,2%,"+$56,575",
,20/03/2020 18:08,20/03/2020,PIPR,Piper Sandler Companies,Carter Timothy L,CFO,P - Purchase,$37.67,2000,9222,28%,"+$75,340",
M,20/03/2020 12:55,20/03/2020,CIT,Cit Group Inc,Alemany Ellen R,"Chair, CEO",P - Purchase,$14.69,35000,372355,10%,"+$514,150",
AD,20/03/2020 14:32,20/03/2020,LOAN,"Manhattan Bridge Capital, Inc",Ran Assaf,"Pres, CEO, 10%",P - Purchase,$3.63,8000,2551000,0%,"+$29,040",
,19/03/2020 13:10,19/03/2020,GDEN,"Golden Entertainment, Inc.",Protell Charles,"Pres, CFO",P - Purchase,$4.50,10000,382264,3%,"+$45,000",
,19/03/2020 16:04,19/03/2020,REGI,"Renewable Energy Group, Inc.",Warner Cynthia J,"Pres, CEO",P - Purchase,$16.88,3000,65578,5%,"+$50,640",
,19/03/2020 16:59,19/03/2020,WPC,W. P. Carey Inc.,Fox Jason E.,CEO,P - Purchase,$46.03,10000,542788,2%,"+$460,326",
,19/03/2020 17:14,19/03/2020,FTAI,Fortress Transportation & Infrastructure Investors LLC,Adams Joseph P. Jr.,"CEO, COB",P - Purchase,$10.47,5000,5000,New,"+$52,336",
,19/03/2020 19:28,19/03/2020,PFSI,"Pennymac Financial Services, Inc.",Chang Andrew S,CFO,P - Purchase,$16.60,35841,982703,4%,"+$594,842",
,19/03/2020 19:31,19/03/2020,SITC,Site Centers Corp.,Fennerty Conor,"EVP, CFO, Treasurer",P - Purchase,$4.58,11000,59650,23%,"+$50,336",
,19/03/2020 21:05,19/03/2020,SITC,Site Centers Corp.,Lukes David R,"Pres, CEO",P - Purchase,$4.50,20000,368212,6%,"+$90,000",
,20/03/2020 06:52,19/03/2020,AES,Aes Corp,Gluski Andres,"Pres, CEO",P - Purchase,$9.50,9523,1601356,1%,"+$90,469",
D,20/03/2020 07:44,19/03/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$1.49,100000,219862305,0%,"+$148,871",
,20/03/2020 09:19,19/03/2020,WLKP,Westlake Chemical Partners LP,Chao Albert,"Pres, CEO, 10%",P - Purchase,$13.80,9135,14292700,0%,"+$126,021",
,20/03/2020 09:30,19/03/2020,SEE,Sealed Air Corp/de,Doheny Edward L II,"Pres, CEO",P - Purchase,$21.68,10000,299200,3%,"+$216,775",
,20/03/2020 12:57,19/03/2020,SOL,Renesola Ltd,Shah Capital Management,"CFO, 10%",P - Purchase,$1.02,1213500,140278990,1%,"+$1,237,770",
,20/03/2020 14:59,19/03/2020,CXP,"Columbia Property Trust, Inc.",Mills E Nelson,"Pres, CEO",P - Purchase,$9.64,21056,476264,5%,"+$203,049",
,20/03/2020 15:03,19/03/2020,HNNA,Hennessy Advisors Inc,Hennessy Neil J,"CEO, 10%",P - Purchase,$6.16,23714,2193248,1%,"+$146,045",
,20/03/2020 15:23,19/03/2020,AIRT,Air T Inc,Swenson Nicholas John,"CEO, 10%",P - Purchase,$10.50,7498,1259201,1%,"+$78,729",
,20/03/2020 16:16,19/03/2020,SCX,Starrett L S Co,Starrett Douglas A,"Pres, CFO",P - Purchase,$3.14,13000,74254,21%,"+$40,827",
,20/03/2020 16:21,19/03/2020,SF,Stifel Financial Corp,Kruszewski Ronald J,CEO,P - Purchase,$31.85,10000,865000,1%,"+$318,500",
,20/03/2020 17:57,19/03/2020,CNR,"Cornerstone Building Brands, Inc.",Metcalf James S,"COB, CEO",P - Purchase,$3.79,100000,700954,17%,"+$378,530",
D,20/03/2020 18:00,19/03/2020,PIPR,Piper Sandler Companies,Abraham Chad R,"COB, CEO",P - Purchase,$35.21,2000,75816,3%,"+$70,425",
,20/03/2020 18:33,19/03/2020,AEL,American Equity Investment Life Holding Co,Bhalla Anant,"CEO, Pres",P - Purchase,$11.88,5714,5714,New,"+$67,856",
,20/03/2020 19:02,19/03/2020,ACA,"Arcosa, Inc.",Carrillo Antonio,"Pres, CEO",P - Purchase,$30.07,15000,226980,7%,"+$451,030",
,20/03/2020 19:46,19/03/2020,KRP,"Kimbell Royalty Partners, LP",Ravnaas Robert Davis,"Pres, CFO",P - Purchase,$4.32,23775,407634,6%,"+$102,708",
M,18/03/2020 12:47,18/03/2020,LOAN,"Manhattan Bridge Capital, Inc",Ran Assaf,"Pres, CEO, 10%",P - Purchase,$3.97,7000,2543000,0%,"+$27,790",
M,18/03/2020 12:53,18/03/2020,RHP,"Ryman Hospitality Properties, Inc.",Reed Colin V,"COB, CEO",P - Purchase,$14.46,30000,1406545,2%,"+$433,800",
,18/03/2020 13:06,18/03/2020,RHP,"Ryman Hospitality Properties, Inc.",Fioravanti Mark,"Pres, CFO",P - Purchase,$15.42,15000,202768,8%,"+$231,237",
,18/03/2020 16:18,18/03/2020,NRZ,New Residential Investment Corp.,Santoro Nicola Jr,"CFO, CAO, Treasurer",P - Purchase,$5.84,50000,50000,New,"+$292,000",
,18/03/2020 16:43,18/03/2020,TISI,Team Inc,Gatti Amerino,"COB, CEO",P - Purchase,$7.38,13000,92383,16%,"+$95,940",
,18/03/2020 17:00,18/03/2020,ET,Energy Transfer LP,Long Thomas E,CFO,P - Purchase,$4.26,18000,819498,2%,"+$76,590",
,18/03/2020 17:42,18/03/2020,AROC,"Archrock, Inc.",Aron Doug S,"SVP, CFO",P - Purchase,$2.32,25000,246199,11%,"+$57,970",
,18/03/2020 18:31,18/03/2020,WMC,Western Asset Mortgage Capital Corp,Murphy Jennifer,"Dir, Pres, CEO",P - Purchase,$3.17,30000,145000,26%,"+$95,138",
,18/03/2020 18:33,18/03/2020,EPD,Enterprise Products Partners L.P.,Teague Aj,Co-CEO,P - Purchase,$11.00,5000,2042253,0%,"+$55,000",
D,18/03/2020 19:01,18/03/2020,OSTK,"Overstock.Com, Inc",Johnson Jonathan E III,CEO,P - Purchase,$2.60,30000,85039,55%,"+$78,081",
,18/03/2020 19:04,18/03/2020,STWD,"Starwood Property Trust, Inc.",Sternlicht Barry S,"CEO, COB",P - Purchase,$9.21,218000,8516567,3%,"+$2,007,780",
,19/03/2020 08:32,18/03/2020,VSEC,Vse Corp,Cuomo John A,"CEO, Pres",P - Purchase,$14.70,3500,13010,37%,"+$51,450",
,19/03/2020 09:00,18/03/2020,EBIX,Ebix Inc,Raina Robin,"COB, CEO, 10%",P - Purchase,$9.20,100000,4168892,2%,"+$920,000",
,19/03/2020 09:56,18/03/2020,DBI,Designer Brands Inc.,Poff Jared A.,"EVP, CFO",P - Purchase,$2.94,33853,48611,229%,"+$99,582",
,19/03/2020 09:56,18/03/2020,DBI,Designer Brands Inc.,Rawlins Roger,CEO,P - Purchase,$2.88,52265,159368,49%,"+$150,523",
,19/03/2020 10:10,18/03/2020,WLKP,Westlake Chemical Partners LP,Chao Albert,"Pres, CEO, 10%",P - Purchase,$11.68,15974,14283565,0%,"+$186,582",
,19/03/2020 11:26,18/03/2020,CIM,Chimera Investment Corp,Lambiase Matthew,"CEO, Pres, Dir",P - Purchase,$8.51,50000,1026476,5%,"+$425,500",
,19/03/2020 12:04,18/03/2020,CIM,Chimera Investment Corp,Colligan Robert S,CFO,P - Purchase,$9.31,15000,236977,7%,"+$139,650",
,19/03/2020 12:18,18/03/2020,DX,Dynex Capital Inc,Benedetti Stephen J,"EVP, CFO, COO",P - Purchase,$8.51,4500,141854,3%,"+$38,297",
,19/03/2020 12:55,18/03/2020,OKE,Oneok Inc /new/,Spencer Terry K,"Pres, CEO",P - Purchase,$14.99,32806,639241,5%,"+$491,717",
A,19/03/2020 13:57,18/03/2020,FCF,First Commonwealth Financial Corp /pa/,Price T Michael,"Pres, CEO",P - Purchase,$8.56,10000,240339,4%,"+$85,570",
A,19/03/2020 15:01,18/03/2020,SPKE,"Spark Energy, Inc.",Maxwell W Keith III,"Interim CEO, 10%",P - Purchase,$7.88,5568,2616568,0%,"+$43,849",
,19/03/2020 16:06,18/03/2020,HEES,"H&e Equipment Services, Inc.",Barber Bradley W,"CEO, Pres",P - Purchase,$10.01,32205,147469,28%,"+$322,372",
,19/03/2020 17:14,18/03/2020,CRS,Carpenter Technology Corp,Thene Tony R,"Pres, CEO",P - Purchase,$17.72,5500,164144,3%,"+$97,460",
DM,19/03/2020 17:24,18/03/2020,AROC,"Archrock, Inc.",Childers D Bradley,"Pres, CEO",P - Purchase,$2.32,42915,1491937,3%,"+$99,563",
,19/03/2020 18:21,18/03/2020,MAC,Macerich Co,Kingsmore Scott W,CFO,P - Purchase,$6.32,10000,30955,48%,"+$63,178",
,19/03/2020 19:29,18/03/2020,SITC,Site Centers Corp.,Lukes David R,"Pres, CEO",P - Purchase,$5.82,84000,352212,31%,"+$489,280",
,19/03/2020 19:57,18/03/2020,KFY,Korn Ferry,Burnison Gary D,CEO,P - Purchase,$25.29,2500,310471,1%,"+$63,215",
,19/03/2020 20:44,18/03/2020,OFG,Ofg Bancorp,Fernandez Jose Rafael,"Pres, CEO",P - Purchase,$8.75,5000,5000,New,"+$43,744",
,17/03/2020 13:46,17/03/2020,JYNT,Joint Corp,Holt Peter D,"Pres, CEO",P - Purchase,$9.47,3100,69092,5%,"+$29,352",
M,17/03/2020 15:36,17/03/2020,FNWB,First Northwest Bancorp,Deines Matthew,"Pres, CEO",P - Purchase,$10.41,3500,48500,8%,"+$36,435",
M,17/03/2020 16:22,17/03/2020,EPD,Enterprise Products Partners L.P.,Teague Aj,Co-CEO,P - Purchase,$13.42,8000,2037253,0%,"+$107,350",
,17/03/2020 16:34,17/03/2020,CBAN,Colony Bankcorp Inc,Fountain T Heath,"Pres, CEO",P - Purchase,$11.44,2751,23929,13%,"+$31,471",
,17/03/2020 17:29,17/03/2020,BPYU,Brookfield Property Reit Inc.,Davis Bryan K.,CFO,P - Purchase,$10.99,32500,100000,48%,"+$357,175",
,17/03/2020 17:36,17/03/2020,OFC,Corporate Office Properties Trust,Budorick Stephen E,"Pres, CEO",P - Purchase,$19.58,2530,146045,2%,"+$49,537",
,17/03/2020 17:50,17/03/2020,WMC,Western Asset Mortgage Capital Corp,Murphy Jennifer,"Dir, Pres, CEO",P - Purchase,$5.05,20000,115000,21%,"+$100,966",
,17/03/2020 18:26,17/03/2020,AHH,"Armada Hoffler Properties, Inc.",Haddad Louis S,"Pres, CEO",P - Purchase,$8.96,25000,358281,8%,"+$224,000",
,17/03/2020 18:59,17/03/2020,SPG,Simon Property Group Inc /de/,Simon David,"CEO, COB, Pres",P - Purchase,$60.83,150000,953924,19%,"+$9,124,050",
,17/03/2020 19:44,17/03/2020,BRX,Brixmor Property Group Inc.,Taylor James M Jr,"Pres, CEO",P - Purchase,$12.26,10000,309760,3%,"+$122,600",
,17/03/2020 20:37,17/03/2020,XENT,"Intersect Ent, Inc.",Meier Richard A,"EVP, CFO",P - Purchase,$7.80,5000,124471,4%,"+$38,997",
,18/03/2020 06:59,17/03/2020,IMAX,Imax Corp,Gelfond Richard L,CEO,P - Purchase,$7.85,25000,568984,5%,"+$196,285",
,18/03/2020 09:20,17/03/2020,WLKP,Westlake Chemical Partners LP,Chao Albert,"Pres, CEO, 10%",P - Purchase,$13.82,10536,14267591,0%,"+$145,650",
,18/03/2020 13:51,17/03/2020,DX,Dynex Capital Inc,Benedetti Stephen J,"EVP, CFO, COO",P - Purchase,$11.35,4000,137354,3%,"+$45,400",
,18/03/2020 16:25,17/03/2020,XONE,Exone Co,Hartner John,CEO,P - Purchase,$4.51,10000,31263,47%,"+$45,100",
,18/03/2020 16:59,17/03/2020,XENT,"Intersect Ent, Inc.",West Thomas A.,"Pres, CEO",P - Purchase,$8.48,19035,236890,9%,"+$161,434",
,16/03/2020 12:16,16/03/2020,ZAGG,Zagg Inc,Ahern Chris,CEO,P - Purchase,$2.70,14705,195248,8%,"+$39,704",
,16/03/2020 13:48,16/03/2020,CMD,Cantel Medical Corp,Fotiades George L,"Pres, CEO",P - Purchase,$34.22,8000,129876,7%,"+$273,763",
,16/03/2020 14:59,16/03/2020,ORC,"Orchid Island Capital, Inc.",Haas G Hunter IV,"CFO, CIO, Secretary",P - Purchase,$3.80,25000,94568,36%,"+$95,027",
,16/03/2020 15:44,16/03/2020,RILY,"B. Riley Financial, Inc.",Moore Andrew,"CEO of B. Riley FBR, Inc.",P - Purchase,$18.08,6000,139637,4%,"+$108,470",
,16/03/2020 15:59,16/03/2020,BPYU,Brookfield Property Reit Inc.,Davis Bryan K.,CFO,P - Purchase,$12.42,40000,67500,145%,"+$496,800",
,16/03/2020 16:24,16/03/2020,EPD,Enterprise Products Partners L.P.,Fowler W Randall,"Co-CEO, CFO",P - Purchase,$14.50,4073,1593513,0%,"+$59,058",
,16/03/2020 16:31,16/03/2020,LSI,"Life Storage, Inc.",Saffire Joseph,CEO,P - Purchase,$87.74,500,23538,2%,"+$43,870",
,16/03/2020 17:08,16/03/2020,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Lipson Jeffrey,CFO,P - Purchase,$21.45,4000,29049,16%,"+$85,800",
,16/03/2020 17:09,16/03/2020,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Eckel Jeffrey,"Pres, CEO",P - Purchase,$20.66,4000,1224224,0%,"+$82,640",
,16/03/2020 17:12,16/03/2020,RCM,R1 Rcm Inc.,Flanagan Joseph Gerard,"Pres, CEO",P - Purchase,$9.12,5000,1064522,0%,"+$45,600",
,16/03/2020 17:21,16/03/2020,AMCR,Amcor Plc,Delia Ronald Stephen,CEO,P - Purchase,$10.64,50000,1081573,5%,"+$532,145",
D,16/03/2020 18:54,16/03/2020,AXS,Axis Capital Holdings Ltd,Benchimol Albert,"Pres, CEO",P - Purchase,$37.50,2704,551009,0%,"+$101,400",
D,16/03/2020 20:22,16/03/2020,PGTI,"Pgt Innovations, Inc.",Jackson Jeffrey T,"Pres, CEO",P - Purchase,$9.29,3225,388620,1%,"+$29,960",
,16/03/2020 20:24,16/03/2020,AGYS,Agilysys Inc,Srinivasan Ramesh,"Pres, CEO",P - Purchase,$17.81,10000,235348,4%,"+$178,100",
,17/03/2020 06:02,16/03/2020,XENT,"Intersect Ent, Inc.",Meier Richard A,"EVP, CFO",P - Purchase,$12.55,10000,119471,9%,"+$125,463",
,17/03/2020 08:05,16/03/2020,WLKP,Westlake Chemical Partners LP,Chao Albert,"Pres, CEO, 10%",P - Purchase,$14.15,7535,14257055,0%,"+$106,620",
,17/03/2020 08:30,16/03/2020,ATAX,"America First Multifamily Investors, L.P.",Daffer Chad L,CEO,P - Purchase,$6.04,6500,330759,2%,"+$39,270",
,17/03/2020 10:24,16/03/2020,ET,Energy Transfer LP,Long Thomas E,CFO,P - Purchase,$5.62,9000,801498,1%,"+$50,535",
,17/03/2020 10:36,16/03/2020,HSC,Harsco Corp,Grasberger F Nicholas III,"COB, Pres, CEO",P - Purchase,$6.81,25000,620356,4%,"+$170,250",
,17/03/2020 10:48,16/03/2020,BWB,Bridgewater Bancshares Inc,Baack Jerry J.,"Pres, CEO",P - Purchase,$9.87,5000,1150904,0%,"+$49,340",
,17/03/2020 10:54,16/03/2020,PGC,Peapack Gladstone Financial Corp,Kennedy Douglas L,"Pres, CEO",P - Purchase,$16.06,2000,140516,1%,"+$32,127",
D,17/03/2020 11:14,16/03/2020,SCL,Stepan Co,Rojo Luis,"VP, CFO",P - Purchase,$81.90,500,3055,20%,"+$40,950",
,17/03/2020 12:21,16/03/2020,CDMO,"Avid Bioservices, Inc.",Hart Daniel Ryan,CFO,P - Purchase,$3.77,7500,12482,151%,"+$28,255",
,17/03/2020 14:29,16/03/2020,FRME,First Merchants Corp,Hardwick Mark K,"CFO, COO",P - Purchase,$26.68,5424,82756,7%,"+$144,723",
D,17/03/2020 16:14,16/03/2020,PSTL,"Postal Realty Trust, Inc.",Spodek Andrew,"CEO, Dir, 10%",P - Purchase,$13.77,5630,650991,1%,"+$77,525",
,17/03/2020 16:30,16/03/2020,ABR,Arbor Realty Trust Inc,Elenio Paul,CFO,P - Purchase,$7.34,10000,405161,3%,"+$73,416",
,17/03/2020 16:34,16/03/2020,MRO,Marathon Oil Corp,Tillman Lee M,"COB, Pres, CEO",P - Purchase,$4.00,27500,1080630,3%,"+$110,000",
,17/03/2020 16:45,16/03/2020,SYNL,Synalloy Corp,Bram Craig C,"CEO, Pres",P - Purchase,$10.35,3000,340991,1%,"+$31,050",
M,17/03/2020 16:48,16/03/2020,LIN,Linde Plc,Angel Stephen F,CEO,P - Purchase,$152.47,2000,306594,1%,"+$304,940",
M,17/03/2020 17:12,16/03/2020,MNSB,"Mainstreet Bancshares, Inc.",Chmelik Thomas J,CFO,P - Purchase,$16.48,4040,45844,10%,"+$66,579",
,17/03/2020 20:38,16/03/2020,NSA,National Storage Affiliates Trust,Fischer Tamara D,CEO,P - Purchase,$25.83,1000,16700,6%,"+$25,830",
D,13/03/2020 11:02,13/03/2020,GBCI,"Glacier Bancorp, Inc.",Chesler Randall M,"Pres, CEO",P - Purchase,$28.20,3540,58489,6%,"+$99,828",
D,13/03/2020 10:53,13/03/2020,SONA,Southern National Bancorp of Virginia Inc,Zember Dennis J Jr,"Pres, CEO",P - Purchase,$10.90,5000,40000,14%,"+$54,500",
,13/03/2020 11:59,13/03/2020,CVEO,Civeo Corp,Dodson Bradley J,"Pres, CEO",P - Purchase,$0.69,50000,1793735,3%,"+$34,500",
,13/03/2020 13:12,13/03/2020,NYMT,New York Mortgage Trust Inc,Mumma Steven R,CEO,P - Purchase,$4.02,32000,1000911,3%,"+$128,640",
,13/03/2020 13:13,13/03/2020,NYMT,New York Mortgage Trust Inc,Nario-Eng Kristine Rimando,CFO,P - Purchase,$4.00,7500,119594,7%,"+$30,000",
,13/03/2020 13:15,13/03/2020,DOC,Physicians Realty Trust,Thomas John T,"Pres, CEO",P - Purchase,$15.79,6300,329247,2%,"+$99,477",
,13/03/2020 13:41,13/03/2020,GBCI,"Glacier Bancorp, Inc.",Copher Ron J,"EVP, CFO",P - Purchase,$28.43,3500,74920,5%,"+$99,505",
,13/03/2020 13:48,13/03/2020,ARR,"Armour Residential Reit, Inc.",Zimmer Jeffrey J,"Co-CEO, Pres",P - Purchase,$13.06,10000,240048,4%,"+$130,561",
,13/03/2020 13:48,13/03/2020,ARR,"Armour Residential Reit, Inc.",Ulm Scott,"Co-CEO, CIO",P - Purchase,$13.88,10000,224864,5%,"+$138,800",
,13/03/2020 13:48,13/03/2020,ARR,"Armour Residential Reit, Inc.",Mountain James R,CFO,P - Purchase,$12.82,3000,62000,5%,"+$38,460",
,13/03/2020 13:53,13/03/2020,THC,Tenet Healthcare Corp,Cancelmi Daniel J,"EVP, CFO",P - Purchase,$15.79,19220,339937,6%,"+$303,484",
,13/03/2020 15:28,13/03/2020,OKE,Oneok Inc /new/,Hulse Walter S III,"CFO, EVP StratPlng, Corp Affai",P - Purchase,$28.05,10000,107888,10%,"+$280,520",
,13/03/2020 15:36,13/03/2020,THC,Tenet Healthcare Corp,Rittenmeyer Ronald A,"Exec COB, CEO",P - Purchase,$17.18,11500,410843,3%,"+$197,570",
,13/03/2020 15:41,13/03/2020,ORC,"Orchid Island Capital, Inc.",Cauley Robert E,CEO,P - Purchase,$3.85,25000,102252,32%,"+$96,178",
,13/03/2020 16:01,13/03/2020,DHIL,Diamond Hill Investment Group Inc,Brilliant Heather E,CEO,P - Purchase,$99.00,400,25225,2%,"+$39,600",
,13/03/2020 16:06,13/03/2020,TPRE,Third Point Reinsurance Ltd.,Coleman Christopher S.,CFO,P - Purchase,$7.11,10000,409437,3%,"+$71,100",
,13/03/2020 16:44,13/03/2020,SUN,Sunoco LP,Miller Thomas R,CFO,P - Purchase,$20.00,5000,89854,6%,"+$100,000",
,13/03/2020 16:49,13/03/2020,NXGN,"Nextgen Healthcare, Inc.",Arnold James Robert Jr.,CFO,P - Purchase,$9.20,5000,328766,2%,"+$46,000",
,13/03/2020 17:02,13/03/2020,BG,Bunge Ltd,Neppl John W,"EVP, CFO",P - Purchase,$36.55,5000,42910,13%,"+$182,735",
,13/03/2020 17:11,13/03/2020,DS,Drive Shack Inc.,Goodfield Lawrence A. Jr.,"Interim CFO, CAO, Treasurer",P - Purchase,$1.52,17200,38659,80%,"+$26,144",
,13/03/2020 17:35,13/03/2020,GTE,Gran Tierra Energy Inc.,Guidry Gary,"Pres, CEO",P - Purchase,$0.25,850000,3437200,33%,"+$215,900",
,13/03/2020 17:52,13/03/2020,EPD,Enterprise Products Partners L.P.,Teague Aj,Co-CEO,P - Purchase,$15.00,10000,2029253,0%,"+$150,000",
,13/03/2020 18:07,13/03/2020,SWX,"Southwest Gas Holdings, Inc.",Hester John P,"Pres, CEO",P - Purchase,$52.50,2000,91091,2%,"+$105,000",
,13/03/2020 18:53,13/03/2020,ABCB,Ameris Bancorp,Proctor H Palmer Jr,"Pres, CEO",P - Purchase,$24.33,10000,471545,2%,"+$243,323",
,13/03/2020 19:48,13/03/2020,QTNT,Quotient Ltd,Buhler Peter,CFO,P - Purchase,$4.04,10000,10000,New,"+$40,400",
,12/03/2020 10:26,12/03/2020,ANIX,Anixa Biosciences Inc,Kumar Amit,CEO,P - Purchase,$1.82,20000,214000,10%,"+$36,400",
,12/03/2020 15:52,12/03/2020,GEF,"Greif, Inc",Watson Peter G,"Pres, CEO",P - Purchase,$24.79,10000,196102,5%,"+$247,900",
,12/03/2020 15:57,12/03/2020,AVT,Avnet Inc,Liguori Thomas,CFO,P - Purchase,$25.24,4000,77221,5%,"+$100,964",
D,12/03/2020 15:59,12/03/2020,LIN,Linde Plc,Angel Stephen F,CEO,P - Purchase,$162.40,2000,304594,1%,"+$324,800",
,12/03/2020 16:06,12/03/2020,FNB,Fnb Corp/pa/,Delie Vincent J Jr,"COB, Pres, CEO",P - Purchase,$7.47,10000,467381,2%,"+$74,704",
,12/03/2020 16:12,12/03/2020,DHIL,Diamond Hill Investment Group Inc,Brilliant Heather E,CEO,P - Purchase,$102.50,400,24825,2%,"+$41,000",
,12/03/2020 16:11,12/03/2020,ATNX,"Athenex, Inc.",Lau Johnson Yiu Nam,"CEO, COB, 10%",P - Purchase,$8.35,4000,4050945,0%,"+$33,396",
D,12/03/2020 16:15,12/03/2020,HIW,"Highwoods Properties, Inc.",Klinck Theodore J,"Pres, CEO",P - Purchase,$36.25,10000,144989,7%,"+$362,500",
,12/03/2020 16:19,12/03/2020,HUN,Huntsman Corp,Huntsman Peter R,"COB, Pres, CEO",P - Purchase,$14.73,5000,7542805,0%,"+$73,647",
,12/03/2020 16:21,12/03/2020,PTEN,Patterson Uti Energy Inc,Hendricks William Andrew Jr,"Pres, CEO",P - Purchase,$2.04,50000,1144724,5%,"+$102,165",
D,12/03/2020 16:26,12/03/2020,RBNC,"Reliant Bancorp, Inc.",Dellinger James Daniel,CFO,P - Purchase,$12.63,3700,49841,8%,"+$46,731",
,12/03/2020 16:44,12/03/2020,MSON,Misonix Inc,Vizirgianakis Stavros G.,"Pres, CEO",P - Purchase,$9.84,10000,1649078,1%,"+$98,400",
,12/03/2020 16:44,12/03/2020,DCP,"Dcp Midstream, LP",O'Brien Sean,"Group VP, CFO",P - Purchase,$6.01,16500,16500,New,"+$99,165",
,12/03/2020 17:02,12/03/2020,AMG,"Affiliated Managers Group, Inc.",Horgen Jay C.,"Pres, CEO",P - Purchase,$53.12,10000,133167,8%,"+$531,200",
,12/03/2020 17:03,12/03/2020,WMC,Western Asset Mortgage Capital Corp,Murphy Jennifer,"Dir, Pres, CEO",P - Purchase,$7.54,10000,95000,12%,"+$75,400",
,12/03/2020 17:11,12/03/2020,CSFL,Centerstate Bank Corp,Matthews William E V,CFO,P - Purchase,$15.42,5000,96326,5%,"+$77,095",
,12/03/2020 17:15,12/03/2020,CSLT,"Castlight Health, Inc.",O'Meara Maeve,CEO,P - Purchase,$0.82,75000,488453,18%,"+$61,688",
,12/03/2020 17:15,12/03/2020,BRX,Brixmor Property Group Inc.,Taylor James M Jr,"Pres, CEO",P - Purchase,$13.43,10000,299760,3%,"+$134,300",
,12/03/2020 17:27,12/03/2020,HLX,Helix Energy Solutions Group Inc,Kratz Owen E,"Pres, CEO",P - Purchase,$1.79,210000,7071844,3%,"+$375,900",
,12/03/2020 17:35,12/03/2020,EQH,"Equitable Holdings, Inc.",Pearson Mark,"Pres, CEO",P - Purchase,$14.17,14000,325324,4%,"+$198,358",
,12/03/2020 18:02,12/03/2020,HXL,Hexcel Corp /de/,Stanage Nick L,"COB, CEO, Pres",P - Purchase,$45.15,20000,283285,8%,"+$902,958",
,12/03/2020 18:10,12/03/2020,CDE,"Coeur Mining, Inc.",Whelan Thomas S,"SVP, CFO",P - Purchase,$2.95,15000,275494,6%,"+$44,250",
,12/03/2020 18:14,12/03/2020,CARS,Cars.Com Inc.,Vetter Thomas Alex,"CEO, Pres",P - Purchase,$5.77,16600,268755,7%,"+$95,782",
